acquirer_name,assignee_name,is_match,simple_ratio,partial_ratio,sort_ratio,set_ratio,simple*partial,simple*sort,simple*set,partial*sort,partial*set,sort*set,simple^2,partial^2,sort^2,set^2
intel,intel corp.,1,0.62,1.0,0.67,1.0,0.62,0.41540000000000005,0.62,0.67,1.0,0.67,0.3844,1.0,0.4489000000000001,1.0
intel,intel coporation,1,0.48,1.0,0.48,1.0,0.48,0.2304,0.48,0.48,1.0,0.48,0.2304,1.0,0.2304,1.0
intel,intel mobile communications technology dresden gmbh,1,0.18,1.0,0.18,1.0,0.18,0.0324,0.18,0.18,1.0,0.18,0.0324,1.0,0.0324,1.0
intel,intel coroporation,1,0.43,1.0,0.43,1.0,0.43,0.18489999999999998,0.43,0.43,1.0,0.43,0.18489999999999998,1.0,0.18489999999999998,1.0
intel,intel corporation and intel ip corporation,1,0.21,1.0,0.21,1.0,0.21,0.04409999999999999,0.21,0.21,1.0,0.21,0.04409999999999999,1.0,0.04409999999999999,1.0
assa abloy group,assa abloy ab,1,0.76,0.85,0.69,0.87,0.646,0.5244,0.6612,0.5864999999999999,0.7394999999999999,0.6003,0.5776,0.7224999999999999,0.4760999999999999,0.7569
assa abloy group,assa abby ab,1,0.64,0.75,0.57,0.57,0.48,0.36479999999999996,0.36479999999999996,0.4275,0.4275,0.32489999999999997,0.4096,0.5625,0.32489999999999997,0.32489999999999997
assa abloy group,assa abloy financial services ab,1,0.5,0.69,0.5,0.77,0.345,0.25,0.385,0.345,0.5313,0.385,0.25,0.4760999999999999,0.25,0.5929
assa abloy group,assa abloy australia pty limited,1,0.54,0.75,0.54,0.77,0.405,0.2916,0.41580000000000006,0.405,0.5775,0.41580000000000006,0.2916,0.5625,0.2916,0.5929
uber,"uber technologies, inc.",1,0.3,1.0,0.32,1.0,0.3,0.096,0.3,0.32,1.0,0.32,0.09,1.0,0.1024,1.0
quest diagnostics,quest diagnostics investments incorporated,1,0.58,1.0,0.58,1.0,0.58,0.3364,0.58,0.58,1.0,0.58,0.3364,1.0,0.3364,1.0
general electric (ge),general electric company,1,0.76,0.81,0.74,0.91,0.6156,0.5624,0.6916,0.5994,0.7371000000000001,0.6734,0.5776,0.6561000000000001,0.5476,0.8281000000000001
general electric (ge),general electric,1,0.86,1.0,0.91,1.0,0.86,0.7826,0.86,0.91,1.0,0.91,0.7395999999999999,1.0,0.8281000000000001,1.0
general electric (ge),general electric technology gmbh,1,0.68,0.86,0.63,0.91,0.5848,0.42840000000000006,0.6188,0.5418,0.7826,0.5733,0.4624000000000001,0.7395999999999999,0.39690000000000003,0.8281000000000001
prysmian group,prysmian s.p.a.,1,0.69,0.71,0.71,0.73,0.48989999999999995,0.48989999999999995,0.5036999999999999,0.5041,0.5183,0.5183,0.4760999999999999,0.5041,0.5041,0.5328999999999999
caterpillar,caterpillar inc.,1,0.81,1.0,0.85,1.0,0.81,0.6885,0.81,0.85,1.0,0.85,0.6561000000000001,1.0,0.7224999999999999,1.0
caterpillar,caterpillar tractor co.,1,0.65,1.0,0.67,1.0,0.65,0.43550000000000005,0.65,0.67,1.0,0.67,0.42250000000000004,1.0,0.4489000000000001,1.0
emulex,emulex design & manufacturing corporation,1,0.26,1.0,0.27,1.0,0.26,0.07020000000000001,0.26,0.27,1.0,0.27,0.06760000000000001,1.0,0.0729,1.0
spirent communications,spirent communications,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
aqua metals,aqua metals inc.,1,0.81,1.0,0.85,1.0,0.81,0.6885,0.81,0.85,1.0,0.85,0.6561000000000001,1.0,0.7224999999999999,1.0
arkema,arkema france,1,0.63,1.0,0.63,1.0,0.63,0.39690000000000003,0.63,0.63,1.0,0.63,0.39690000000000003,1.0,0.39690000000000003,1.0
arkema,arkema,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
arkema,arkema (formerly atofina),1,0.39,1.0,0.41,1.0,0.39,0.1599,0.39,0.41,1.0,0.41,0.1521,1.0,0.16809999999999997,1.0
mattel,"mattel, inc.",1,0.67,1.0,0.75,1.0,0.67,0.5025000000000001,0.67,0.75,1.0,0.75,0.4489000000000001,1.0,0.5625,1.0
mattel,mattel,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
novell,"novell, inc.",1,0.67,1.0,0.75,1.0,0.67,0.5025000000000001,0.67,0.75,1.0,0.75,0.4489000000000001,1.0,0.5625,1.0
astrazeneca,astrazeneca ab,1,0.88,1.0,0.88,1.0,0.88,0.7744,0.88,0.88,1.0,0.88,0.7744,1.0,0.7744,1.0
verizon wireless,verizon patent and licensing inc.,1,0.49,0.56,0.29,0.61,0.27440000000000003,0.14209999999999998,0.2989,0.16240000000000002,0.3416,0.17689999999999997,0.24009999999999998,0.31360000000000005,0.0841,0.3721
"audience, inc.","audience, inc.",1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
xtera,"xtera communications, inc.",1,0.32,1.0,0.34,1.0,0.32,0.10880000000000001,0.32,0.34,1.0,0.34,0.1024,1.0,0.11560000000000002,1.0
unisys corporation,unisys corporation,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
unisys corporation,unisys corp ,1,0.73,0.92,0.76,0.76,0.6716,0.5548,0.5548,0.6992,0.6992,0.5776,0.5328999999999999,0.8464,0.5776,0.5776
kennametal,kennametal inc.,1,0.8,1.0,0.83,1.0,0.8,0.664,0.8,0.83,1.0,0.83,0.6400000000000001,1.0,0.6889,1.0
bristol-myers squibb,bristol-myers squibb company,1,0.83,1.0,0.83,1.0,0.83,0.6889,0.83,0.83,1.0,0.83,0.6889,1.0,0.6889,1.0
bristol-myers squibb,"bristol-myers squibb & gilead sciences, llc",1,0.63,1.0,0.67,1.0,0.63,0.42210000000000003,0.63,0.67,1.0,0.67,0.39690000000000003,1.0,0.4489000000000001,1.0
bristol-myers squibb,bristol-meyers squibb pharma company,1,0.71,0.95,0.71,0.82,0.6745,0.5041,0.5821999999999999,0.6745,0.7789999999999999,0.5821999999999999,0.5041,0.9025,0.5041,0.6723999999999999
bristol-myers squibb,bristol-myers squibb pharma,1,0.85,1.0,0.85,1.0,0.85,0.7224999999999999,0.85,0.85,1.0,0.85,0.7224999999999999,1.0,0.7224999999999999,1.0
bristol-myers squibb,bristol-myers squibb company - mead johnson & company,1,0.55,1.0,0.58,1.0,0.55,0.319,0.55,0.58,1.0,0.58,0.30250000000000005,1.0,0.3364,1.0
bristol-myers squibb,bristol-myers squibb pharma comp.,1,0.75,1.0,0.77,1.0,0.75,0.5775,0.75,0.77,1.0,0.77,0.5625,1.0,0.5929,1.0
bristol-myers squibb,"bristol-myers squibb pharma research labs, inc.",1,0.6,1.0,0.62,1.0,0.6,0.372,0.6,0.62,1.0,0.62,0.36,1.0,0.3844,1.0
bristol-myers squibb,bristol-meyers company,1,0.67,0.7,0.62,0.62,0.469,0.41540000000000005,0.41540000000000005,0.434,0.434,0.3844,0.4489000000000001,0.48999999999999994,0.3844,0.3844
torrent pharmaceuticals,"torrent pharmaceuticals, ltd.",1,0.88,1.0,0.92,1.0,0.88,0.8096,0.88,0.92,1.0,0.92,0.7744,1.0,0.8464,1.0
hill-rom,"hill-rom services, inc.",1,0.52,1.0,0.55,1.0,0.52,0.28600000000000003,0.52,0.55,1.0,0.55,0.27040000000000003,1.0,0.30250000000000005,1.0
augme,"augme technologies, inc.",1,0.34,1.0,0.37,1.0,0.34,0.1258,0.34,0.37,1.0,0.37,0.11560000000000002,1.0,0.1369,1.0
smarteq,smarteq wireless ab,1,0.54,1.0,0.54,1.0,0.54,0.2916,0.54,0.54,1.0,0.54,0.2916,1.0,0.2916,1.0
hyundai motor company,hyundai motor company,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
hyundai motor company,"hyundai electronics industries co., ltd.",1,0.46,0.57,0.48,0.5,0.2622,0.2208,0.23,0.27359999999999995,0.285,0.24,0.2116,0.32489999999999997,0.2304,0.25
hyundai motor company,"hyundai autonet co., ltd.",1,0.57,0.62,0.56,0.6,0.3534,0.3192,0.34199999999999997,0.3472,0.372,0.336,0.32489999999999997,0.3844,0.31360000000000005,0.36
hyundai motor company,hyundai motor corporation,1,0.83,0.86,0.83,0.83,0.7138,0.6889,0.6889,0.7138,0.7138,0.6889,0.6889,0.7395999999999999,0.6889,0.6889
hyundai motor company,"hyundai mobis co., ltd.",1,0.59,0.62,0.63,0.63,0.36579999999999996,0.3717,0.3717,0.3906,0.3906,0.39690000000000003,0.34809999999999997,0.3844,0.39690000000000003,0.39690000000000003
hyundai motor company,hyundai dymos incorporated,1,0.64,0.67,0.55,0.55,0.4288,0.35200000000000004,0.35200000000000004,0.36850000000000005,0.36850000000000005,0.30250000000000005,0.4096,0.4489000000000001,0.30250000000000005,0.30250000000000005
hyundai motor company,hyundai steel company,1,0.81,0.81,0.81,0.83,0.6561000000000001,0.6561000000000001,0.6723,0.6561000000000001,0.6723,0.6723,0.6561000000000001,0.6561000000000001,0.6561000000000001,0.6889
hyundai motor company,hyundai motor company and hanwha l&c corporation,1,0.61,1.0,0.61,1.0,0.61,0.3721,0.61,0.61,1.0,0.61,0.3721,1.0,0.3721,1.0
hyundai motor company,hyundai dymos inc.,1,0.62,0.67,0.53,0.58,0.41540000000000005,0.3286,0.3596,0.3551,0.3886,0.3074,0.3844,0.4489000000000001,0.28090000000000004,0.3364
hyundai motor company,"hyundai engineering co., ltd. ",1,0.47,0.52,0.55,0.55,0.2444,0.2585,0.2585,0.28600000000000003,0.28600000000000003,0.30250000000000005,0.22089999999999999,0.27040000000000003,0.30250000000000005,0.30250000000000005
hyundai motor company,"hyundai micro electronics co., ltd.",1,0.54,0.62,0.53,0.53,0.33480000000000004,0.2862,0.2862,0.3286,0.3286,0.28090000000000004,0.2916,0.3844,0.28090000000000004,0.28090000000000004
hyundai motor company,"hyundai america technical center, inc.",1,0.47,0.62,0.46,0.5,0.2914,0.2162,0.235,0.2852,0.31,0.23,0.22089999999999999,0.3844,0.2116,0.25
hyundai motor company,hyundai motor japan r&d center,1,0.67,0.81,0.63,0.76,0.5427000000000001,0.42210000000000003,0.5092,0.5103000000000001,0.6156,0.4788,0.4489000000000001,0.6561000000000001,0.39690000000000003,0.5776
hyundai motor company,"hyundai engineering plastics co., ltd.",1,0.41,0.52,0.46,0.5,0.2132,0.1886,0.205,0.23920000000000002,0.26,0.23,0.16809999999999997,0.27040000000000003,0.2116,0.25
hyundai motor company,hyundai electronics industries co. ,1,0.5,0.57,0.52,0.52,0.285,0.26,0.26,0.2964,0.2964,0.27040000000000003,0.25,0.32489999999999997,0.27040000000000003,0.27040000000000003
hyundai motor company,"hyundai card co., ltd.",1,0.56,0.57,0.6,0.65,0.3192,0.336,0.36400000000000005,0.34199999999999997,0.3705,0.39,0.31360000000000005,0.32489999999999997,0.36,0.42250000000000004
hyundai motor company,hyundai mobis,1,0.59,0.77,0.59,0.7,0.4543,0.34809999999999997,0.413,0.4543,0.5389999999999999,0.413,0.34809999999999997,0.5929,0.34809999999999997,0.48999999999999994
hyundai motor company,hyundai mobis corporation,1,0.7,0.71,0.7,0.7,0.49699999999999994,0.48999999999999994,0.48999999999999994,0.49699999999999994,0.49699999999999994,0.48999999999999994,0.48999999999999994,0.5041,0.48999999999999994,0.48999999999999994
hyundai motor company,hyundai kefico corporation,1,0.64,0.62,0.64,0.64,0.3968,0.4096,0.4096,0.3968,0.3968,0.4096,0.4096,0.3844,0.4096,0.4096
hyundai motor company,hyundai hysco,1,0.59,0.69,0.59,0.7,0.40709999999999996,0.34809999999999997,0.413,0.40709999999999996,0.48299999999999993,0.413,0.34809999999999997,0.4760999999999999,0.34809999999999997,0.48999999999999994
hyundai motor company,"hyundai heavy industries co., ltd.",1,0.47,0.48,0.58,0.58,0.22559999999999997,0.27259999999999995,0.27259999999999995,0.2784,0.2784,0.3364,0.22089999999999999,0.2304,0.3364,0.3364
hyundai motor company,hyundai motor company and kia motors corporation,1,0.61,1.0,0.61,1.0,0.61,0.3721,0.61,0.61,1.0,0.61,0.3721,1.0,0.3721,1.0
hyundai motor company,hyundai ihl corporation,1,0.64,0.62,0.64,0.64,0.3968,0.4096,0.4096,0.3968,0.3968,0.4096,0.4096,0.3844,0.4096,0.4096
hyundai motor company,"hyundai motor india engineering pvt, ltd.",1,0.52,0.71,0.5,0.76,0.3692,0.26,0.3952,0.355,0.5396,0.38,0.27040000000000003,0.5041,0.25,0.5776
hyundai motor company,"hyundai enginerring & construction co., ltd.",1,0.43,0.48,0.43,0.5,0.2064,0.18489999999999998,0.215,0.2064,0.24,0.215,0.18489999999999998,0.2304,0.18489999999999998,0.25
hyundai motor company,"hyundai motor company kolonglotech, inc.",1,0.69,1.0,0.71,1.0,0.69,0.48989999999999995,0.69,0.71,1.0,0.71,0.4760999999999999,1.0,0.5041,1.0
hyundai motor company,hyundai motor co. ltd.,1,0.74,0.76,0.78,0.79,0.5624,0.5772,0.5846,0.5928,0.6004,0.6162000000000001,0.5476,0.5776,0.6084,0.6241000000000001
hyundai motor company,"hyundai display technology, inc.",1,0.45,0.52,0.55,0.55,0.234,0.24750000000000003,0.24750000000000003,0.28600000000000003,0.28600000000000003,0.30250000000000005,0.2025,0.27040000000000003,0.30250000000000005,0.30250000000000005
hyundai motor company,hyundai wia corporation,1,0.64,0.62,0.64,0.64,0.3968,0.4096,0.4096,0.3968,0.3968,0.4096,0.4096,0.3844,0.4096,0.4096
hyundai motor company,"hyundai synthetic co., ltd.",1,0.5,0.57,0.53,0.53,0.285,0.265,0.265,0.3021,0.3021,0.28090000000000004,0.25,0.32489999999999997,0.28090000000000004,0.28090000000000004
hyundai motor company,hyundai motor europe technical center gmbh,1,0.57,0.76,0.54,0.76,0.4332,0.3078,0.4332,0.41040000000000004,0.5776,0.41040000000000004,0.32489999999999997,0.5776,0.2916,0.5776
mirati therapeutics inc.,"mirati therapeutics, inc.",1,0.98,0.96,1.0,1.0,0.9408,0.98,0.98,0.96,0.96,1.0,0.9603999999999999,0.9216,1.0,1.0
etherapeutics,e-therapeutics plc,1,0.84,0.92,0.84,0.84,0.7728,0.7055999999999999,0.7055999999999999,0.7728,0.7728,0.7055999999999999,0.7055999999999999,0.8464,0.7055999999999999,0.7055999999999999
enlightks,enlight corporation,1,0.5,0.78,0.5,0.5,0.39,0.25,0.25,0.39,0.39,0.25,0.25,0.6084,0.25,0.25
westrock,"westrock packaging systems, llc",1,0.41,1.0,0.42,1.0,0.41,0.1722,0.41,0.42,1.0,0.42,0.16809999999999997,1.0,0.17639999999999997,1.0
emcore,emcore corporation,1,0.5,1.0,0.5,1.0,0.5,0.25,0.5,0.5,1.0,0.5,0.25,1.0,0.25,1.0
polycom,"polycom, inc.",1,0.7,1.0,0.78,1.0,0.7,0.5459999999999999,0.7,0.78,1.0,0.78,0.48999999999999994,1.0,0.6084,1.0
synaptics,synaptics incorporated,1,0.58,1.0,0.58,1.0,0.58,0.3364,0.58,0.58,1.0,0.58,0.3364,1.0,0.3364,1.0
synaptics,"synaptics, inc.",1,0.75,1.0,0.82,1.0,0.75,0.615,0.75,0.82,1.0,0.82,0.5625,1.0,0.6723999999999999,1.0
whirlpool,whirlpool corporation,1,0.6,1.0,0.6,1.0,0.6,0.36,0.6,0.6,1.0,0.6,0.36,1.0,0.36,1.0
whirlpool,whirlpool patents co.,1,0.6,1.0,0.62,1.0,0.6,0.372,0.6,0.62,1.0,0.62,0.36,1.0,0.3844,1.0
whirlpool,whirlpool s.a.,1,0.78,1.0,0.82,1.0,0.78,0.6396,0.78,0.82,1.0,0.82,0.6084,1.0,0.6723999999999999,1.0
whirlpool,whirlpool europe b.v.,1,0.6,1.0,0.62,1.0,0.6,0.372,0.6,0.62,1.0,0.62,0.36,1.0,0.3844,1.0
cypress semiconductor,cypress semiconductor corp.,1,0.88,1.0,0.89,1.0,0.88,0.7832,0.88,0.89,1.0,0.89,0.7744,1.0,0.7921,1.0
cypress semiconductor,cypress microsystems,1,0.63,0.65,0.63,0.63,0.40950000000000003,0.39690000000000003,0.39690000000000003,0.40950000000000003,0.40950000000000003,0.39690000000000003,0.39690000000000003,0.42250000000000004,0.39690000000000003,0.39690000000000003
cypress semiconductor,cypress semiconductors ltd.,1,0.88,1.0,0.89,0.89,0.88,0.7832,0.7832,0.89,0.89,0.7921,0.7744,1.0,0.7921,0.7921
cypress semiconductor,cypress semiconductor conductor,1,0.81,1.0,0.81,1.0,0.81,0.6561000000000001,0.81,0.81,1.0,0.81,0.6561000000000001,1.0,0.6561000000000001,1.0
bigfoot biomedical,"bigfoot biomedical, inc.",1,0.86,1.0,0.9,1.0,0.86,0.774,0.86,0.9,1.0,0.9,0.7395999999999999,1.0,0.81,1.0
cabot corporation,cabot security materials inc.,1,0.52,0.53,0.44,0.45,0.2756,0.2288,0.234,0.23320000000000002,0.23850000000000002,0.198,0.27040000000000003,0.28090000000000004,0.1936,0.2025
cabot corporation,cabot corporation,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
abbott,abbott laboratories vascular enterprises limited,1,0.22,1.0,0.22,1.0,0.22,0.0484,0.22,0.22,1.0,0.22,0.0484,1.0,0.0484,1.0
abbott,abbott laboratories,1,0.48,1.0,0.48,1.0,0.48,0.2304,0.48,0.48,1.0,0.48,0.2304,1.0,0.2304,1.0
abbott,abbott cardiovascular systems inc.,1,0.3,1.0,0.31,1.0,0.3,0.093,0.3,0.31,1.0,0.31,0.09,1.0,0.0961,1.0
abbott,abbott diabetes care inc.,1,0.39,1.0,0.4,1.0,0.39,0.15600000000000003,0.39,0.4,1.0,0.4,0.1521,1.0,0.16000000000000003,1.0
abbott,abbott vascular inc.,1,0.46,1.0,0.48,1.0,0.46,0.2208,0.46,0.48,1.0,0.48,0.2116,1.0,0.2304,1.0
abbott,abbott biotherapeutics corp.,1,0.35,1.0,0.36,1.0,0.35,0.126,0.35,0.36,1.0,0.36,0.12249999999999998,1.0,0.1296,1.0
abbott,"abbott point of care, inc.",1,0.38,1.0,0.4,1.0,0.38,0.15200000000000002,0.38,0.4,1.0,0.4,0.1444,1.0,0.16000000000000003,1.0
abbott,abbott products gmbh,1,0.46,1.0,0.46,1.0,0.46,0.2116,0.46,0.46,1.0,0.46,0.2116,1.0,0.2116,1.0
abbott,"abbott research, b.v.",1,0.44,1.0,0.48,1.0,0.44,0.2112,0.44,0.48,1.0,0.48,0.1936,1.0,0.2304,1.0
abbott,abbott molecular inc.,1,0.44,1.0,0.46,1.0,0.44,0.2024,0.44,0.46,1.0,0.46,0.1936,1.0,0.2116,1.0
abbott,"abbott healthcare products, b.v.",1,0.32,1.0,0.33,1.0,0.32,0.10560000000000001,0.32,0.33,1.0,0.33,0.1024,1.0,0.10890000000000001,1.0
abbott,abbottt laboratories vascular enterprises limited,1,0.22,1.0,0.22,0.22,0.22,0.0484,0.0484,0.22,0.22,0.0484,0.0484,1.0,0.0484,0.0484
abbott,abbott park,1,0.71,1.0,0.71,1.0,0.71,0.5041,0.71,0.71,1.0,0.71,0.5041,1.0,0.5041,1.0
abbott,abbott ireland,1,0.6,1.0,0.6,1.0,0.6,0.36,0.6,0.6,1.0,0.6,0.36,1.0,0.36,1.0
abbott,abbott cardiocascular systems inc.,1,0.3,1.0,0.31,1.0,0.3,0.093,0.3,0.31,1.0,0.31,0.09,1.0,0.0961,1.0
